alimento,unidad,peso_crudo_g,peso_neto_g,energia_kcal,proteina_g,lipidos_g,hidratos_carbono_g,fibra_g,azucar_g,colesterol_mg,acidos_saturados_g,acidos_monoinsaturados_g,acidos_poliinsaturados_g,acido_folico_mcg,vitamina_a_mcg,calcio_mg,hierro_mg,sodio_mg,potasio_mg,fosforo_mg,zinc_mg,selenio_mcg,carga_glicemica,categoria,pagina,ag_saturados_g,ag_monoinsaturados_g,ag_poliinsaturados_g,colesterol,acido_ascorbico_mg,AG saturados_g,AG monoinsaturados_g,AG poliinsaturados_g,cantidad_sugerida,peso_bruto_g,ac_g_saturados_g,ac_monoinsaturados_g,ac_poliinsaturados_g,AG poliinsaturados (g),AG monoinsaturados (g)
Pechuga de pollo molida,30 gramos,,30,35,7,0.7,0,0,0,,,,,,,,,,,,,,,origen animal,page_105.png,,,,,,,,,,,,,,,
Pechuga de pollo sin piel,30 gramos,30,27,31,6.3,0.4,0,,0,15.7,0.1,0.1,0,2.2,1.1,0.2,0.3,64.5,18.4,50.5,0,0,0,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
Pechuga de pollo sin piel a la plancha,30 gramos,30,30,48,8.7,1.2,0,,0,23.1,0.3,0.4,0,2.4,0.9,0.3,3.9,54,19.5,47.7,0,0,0,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
Pechuga de pollo sin piel asada,30 gramos,30,30,48,8.7,1.2,0,,0,23.1,0.3,0.4,0,2.4,0.9,0.3,3.9,54,19.5,47.7,0,0,0,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
Pechuga de pollo sin piel cocida,30 gramos,30,30,39,7.9,0.6,0,,0,19.7,0.1,0.1,0,2.7,1.4,0.2,4.1,81.3,23.1,63.6,0,0,0,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
Pechuga de pollo cruda,40 gramos,40,34,34,7,0.5,0,,0,17.4,0.1,0.1,0,2.4,1.2,0.2,3.6,71.7,20.4,56.1,0,0,0,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
Pechuga de pollo sin piel cruda,30 gramos,30,30,34,7,0.5,0,,0,17.4,0.1,0.1,0,2.4,1.2,0.2,3.6,71.7,20.4,56.1,0,0,0,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
Pechuga de pollo sin piel tataki cruda,30 gramos,30,30,34,7,0.5,0,,0,17.4,0.1,0.1,0,2.4,1.2,0.2,3.6,71.7,20.4,56.1,0,0,0,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
Pechuga de pollo sin piel en brocheta cruda,30 gramos,30,30,41,8.2,0.3,1.6,,0,21.5,0.1,0.1,0,0,0,0.5,3.7,122.3,479.7,118.5,0,0,0,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
"Pechuga de pollo sin piel hornoada, rebanada",2 reb,,30,34,7,0.5,0,,0,17.4,0.1,0.1,0,0,0,0.5,3.6,71.7,20.4,56.1,0,0,0,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
Pechuga de pollo sin piel deshebrada,30 gramos,30,30,34,7,0.5,0,,0,17.4,0.1,0.1,0,0,0,0.5,3.6,71.7,20.4,56.1,0,0,0,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
Pechuga sin piel piel cruzada,30 gramos,30,30,35,7.4,0.4,0,,0,34.6,0.1,0.1,0,3,1.8,0.3,30.7,103.2,23.6,77.1,,,0,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
Pechuga sin piel molida,30 gramos,30,30,35,7.4,0.4,0,,0,34.4,0.1,0.1,0,0.7,1.9,0.3,30.6,103.1,23.9,76.5,,,0,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
Pechuga sin piel pié molida,30 gramos,30,30,35,7.4,0.4,0,,0,34.6,0.1,0.1,0,0.1,,,,0,0,0,,,0,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
Perca cocida,30 gramos,30,30,35,7.4,0.4,0,,0,0.1,0,0.1,0,,,,,,,,,,0,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
Perca cruda,75 gramos,75,38,,,,,,,,,,,,,,,,,,,,,origen animal MUY BAJO APORTE DE GRASA,page_106.png,,,,,,,,,,,,,,,
Perca fileteada,gramos,,38,34,7.4,0.4,0,0,0,34.2,0.1,0,0.1,1.9,,30.4,0.3,102.4,23.7,76,,,,origen animal,page_107.png,,,,,,,,,38,38,,,,,
Pescado blanco rallado,gramos,,32,35,7.5,0.3,0,0,0,10.5,0.1,0.1,0.1,2.3,,5.6,0.2,135.5,328.1,42.2,,,,origen animal,page_107.png,,,,,,,,,32,32,,,,,
Pescado en trozo,gramos,,75,35,7.3,0.5,0,0,0,18.7,0.1,0.1,0.1,3.1,,6.9,0.1,140.8,316,71.8,,,,origen animal,page_107.png,,,,,,,,,75,75,,,,,
Pescado entero,gramos,,75,36,7.5,0.5,0,0,0,19.2,0.1,0.1,0.1,3.2,,7.1,0.1,144.4,324,73.6,,,,origen animal,page_107.png,,,,,,,,,75,75,,,,,
Pescado fileteado,gramos,,40,35,7.3,0.5,0,0,0,17.8,0.1,0,0.1,2.9,,6.9,0.1,140.8,316,71.8,,,,origen animal,page_107.png,,,,,,,,,40,40,,,,,
Pescado rebanado bacalao,gramos,,75,34,7.4,0.3,0,0,0,17.8,0.1,0,0.1,1.3,,18.7,0.3,170.7,822.2,111.2,,,,origen animal,page_107.png,,,,,,,,,75,75,,,,,
Pescado seco tipo,gramos,,12,43,7.1,1.4,0,0,0,140,0.6,0.5,0.6,0.6,,1.6,0.6,103.4,32.3,94.4,,,,origen animal,page_107.png,,,,,,,,,13,13,,,,,
Pez espada cocido,gramos,,28,43,7.1,1.4,0,0,0,139,0.4,0.5,0.4,0.7,,1.3,0.3,103.2,32.2,94,,,,origen animal,page_107.png,,,,,,,,,28,28,,,,,
Pez espada crudo,gramos,,55,44,7.1,1.4,0,0,0,140,0.3,0.3,0.3,1.3,,1.3,0.3,104.1,32.5,94.9,,,,origen animal,page_107.png,,,,,,,,,55,55,,,,,
Pez espada crudo fileteado,gramos,,38,43,7.1,1.4,0,0,0,139,0.3,0.3,0.3,1.3,,1.3,0.3,103,32,94,,,,origen animal,page_107.png,,,,,,,,,38,38,,,,,
Pez espada crudo rebanado,gramos,,36,43,7.1,1.4,0,0,0,139,0.4,0.4,0.3,1.5,,1.6,0.4,103,32.2,94,,,,origen animal,page_107.png,,,,,,,,,36,36,,,,,
Pollo crudo sin piel,gramos,,40,48,4.6,3.1,0,0,0,212,1.3,0.7,0.7,2.9,,5.1,0.2,48.4,17.9,51.5,,,,origen animal,page_107.png,,,,,,,,,40,40,,,,,
Pollo crudo sin piel en piezas,gramos,,40,49,4.7,3.2,0,0,0,216,1.3,0.7,0.7,2.6,,4.5,0.3,68.4,25.5,60.4,,,,origen animal,page_107.png,,,,,,,,,40,40,,,,,
Pollo deshebrado,1/4 taza,,,43,8.7,0.6,0,0,0,231,0.3,0.5,0.4,1.1,,3.9,0.3,54,19.5,47.7,,,,origen animal,page_107.png,,,,,,,,,,,,,,,
Pollo sin piel deshuesado,30 gramos,,30,48,8.7,1.2,0,0,0,231,0.7,0.3,0.4,0.9,,3.9,0.3,54,19.5,47.7,,,,origen animal,page_107.png,,,,,,,,,30,30,,,,,
Proteína aislada de soya,gramos,,10,34,8.1,0.3,0.7,0.6,0,1.6,0.3,0.3,0.1,0,,17.8,1.5,8.1,100.5,77.6,,,,origen animal,page_107.png,,,,,,,,,10,10,,,,,
Proteína concentrada de soya,10 gramos,,10,33,5.8,0,3.1,0.1,0.1,0,0.1,0,0,,,34.3,1.1,220.2,0.3,83.9,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Proteína de suero de leche,2 cdta,,10,36,5.8,0.1,2.9,0,0,1.2,0,0,0.2,,87.2,69.8,0.1,37.2,73.2,0,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Pulmón de cerdo,55 gramos,,48,41,6.7,1.3,0,0.1,0,153.1,0.3,0.1,0.1,,300.8,1.4,9,145,73.2,93.8,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Pulpa de jícama,1/3 taza,,46,38,8,0.6,1.1,0,0,36,0.1,0.1,0.1,,22.5,19.9,0.4,122.4,18.9,64.7,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Pulpo cocido,25 gramos,,25,41,7.5,0.5,1,0,0,36,0.1,0.1,0,,20.1,6,2.4,157.5,115,69.7,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Puntas de filete,45 gramos,,45,37,6.7,0.5,1,0,0,105.3,0,0.3,0,,41.7,3,0.5,90,18,63,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Puntas de res,30 gramos,,30,36,7.2,0.8,0,0,0,90,0,0,0,,41.7,3,0.5,200,0,,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Queso Cottage_Lala Light,50 gramos,,50,35,6.5,0.5,1,0,0.1,0,0,0,0,,0.6,1.8,0.1,11.1,146,69.2,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Queso Cottage,3 cda,,48,43,6.6,0.9,0.6,0,0.3,40,0.6,0.3,0,,10.1,6.4,0.1,46.1,195,72.5,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Queso Cottage 1% grasa,1/4 taza,,57,41,7,0.6,0.6,0,0.2,25,0.4,0.2,0,,6.3,7,0,48.3,229.5,75.5,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Queso Cottage 2% grasa,3 cda,,48,43,6.6,0.9,0.6,0,0.3,40,0.6,0.3,0,,10.1,6.4,0.1,46.1,195,72.5,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Queso Cottage bajo en grasa,1/4 taza,,57,41,7,0.6,0.6,0,0.2,25,0.4,0.2,0,,6.3,7,0,48.3,229.5,75.5,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Queso Mozzarella crema 1% grasa,1 reb,,28,39,8.9,0,1,0,0,5,0,0,0,,36,26.9,0.1,280,,,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Queso Suizo muy bajo en grasa,1 reb,,28,50,8,1.4,0.5,0,0.4,10,0,0,0,,11,26.9,0.1,73,,,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Retazo de pescado crudo,350 gramos,,350,35,7.2,0.5,0,0,0,128,0.2,,,,10.7,,,22.2,,,,,,origen animal,page_108.png,,,,,,,,,,,,,,,
Riñones de carnero crudos,40 gramos,40,36,39,6.5,1.2,0.3,,,,0,0,0,108,0,14.4,1.5,0,0,0,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Riñones de cerdo cocidos,28 gramos,28,28,42,7.1,1.3,0,,,,0.4,0.1,0.2,21.8,3.1,11.5,1.5,22.4,67.2,0,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Riñones de res cocidos,25 gramos,25,25,40,6.8,1.2,0,,,,0.3,0.2,0.3,50.3,0,20.8,1.5,23.5,76,0,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Riñones de ternera cocidos,25 gramos,25,25,41,6.6,1.4,0,,,,0.4,0.3,0.7,0,0,7.3,0.8,27.5,93,0,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Roast beef,2 1/2 reb,33,33,36,6.6,0.9,0.5,,,,0.4,0.1,0,0,0,19,1.9,106.3,328.8,0,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Róbalo cocido,30 gramos,30,30,34,7.3,0.3,0,,,,0,0,0,5.6,0,3.9,0.4,26.1,119.6,0,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Róbalo crudo,30 gramos,30,30,33,7.2,0.3,0,,,,0,0,0,6.5,0,4.7,0.3,27.3,124.4,0,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Róbalo fileteado,75 gramos,38,40,35,7.6,0.3,0,,,,0,0,0,6.8,0,7.4,0.1,25.4,57.2,0,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Salmon ahumado,35 gramos,35,35,35,7,1.5,0.8,,,,0.3,0.3,0.1,9.1,3.7,3.7,2.7,750.6,,0,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Satas orugas,65 gramos,65,65,101,5.4,2.5,14.1,,,,1.6,0.7,0.7,14.3,35.1,2.7,2,44.3,111.8,,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Sopa de almeja,3/4 taza,40,40,39,6,0.4,2.7,,,,0.1,0.1,0.1,7.9,0.8,7.5,0.5,56.6,282,,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Surimi,2/3 barra,40,40,40,7.2,0.6,3.7,,,,0.1,0.1,0.3,8,0,2.7,0.5,112.9,63,,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Surimi imitación camarón,1/4 pieza,30,30,36,7.2,0.8,3,,,,0.3,0.3,0.4,41.7,0.8,23.5,0.2,63,0,,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Tampiqueña,1/4 pieza,35,35,42,6,1.2,0.8,,,,0.9,0.4,0.4,6.6,4.1,81.9,10.7,51.3,0,,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Tampiqueña de filete,25 gramos,25,23,35,6,1.8,3.2,,,,0.4,0.1,0.1,0,0,23.5,0.2,94.7,0,,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Trucha fresca,30 gramos,30,27,42,5.9,1.9,0,,,,0.9,0.4,0.4,0,1.1,3,0.8,20.3,54.3,,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Venado cocido (carne magra),25 gramos,25,23,42,6,1.8,0,,,,0.9,0.4,0.1,0,0,0,1.8,17.6,0,,0,0,,origen animal,page_109.png,,,,,,,,,,,,,,,
Venado crudo (carne magra),30 gramos,30,27,42,5.9,1.9,0,,,,0.9,0.4,0.4,,,,,,,,,,,origen animal,page_109.png,,,,,,,,,,,,,,,
Agujas de res,35 gramos,35,33,51,6.8,2.6,0,,0,20.4,0.5,1,0.1,77.5,3.3,3,0.6,119,20.9,0,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Anchoa con aceite,6 pieza,6,24,50,7,2.3,0,,0,20.4,0.5,0.9,0.6,2.9,3.1,55.7,1.1,130.6,88,60.5,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Anchoas en lata,6 pieza,6,25,50,5.8,2.9,0,,0,19.3,0.6,1.2,0.7,9,,18.5,0.4,104.7,31.5,75.9,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Arenque cocido,25 gramos,25,35,55,6.3,3.2,0,,0,21,0.7,1.3,0.7,9.8,,3.5,0.4,114.5,31.5,82.6,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Arenque fresco crudo,35 gramos,35,30,49,7.5,1.9,0,,0,11.6,0.1,0.7,0.7,0,,4.6,2.7,119,19.3,70.7,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Arrachera cruda,35 gramos,35,30,56,8.4,2.2,0,,0,14.7,0.1,0.9,0,0,,0,1.5,105,17.1,62.7,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Arrachera de res cocida,30 gramos,30,30,56,7.7,3.1,0,,0,10.5,0.4,0.7,0.1,1.2,,0.1,0.8,99.9,91.2,118,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Atún ahumado,30 gramos,30,30,66,7.6,2.4,0,,0,26,1.6,0.5,0.3,7.7,,0.5,0.9,118.2,28.3,120.3,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Atún blanco en aceite,30 gramos,30,33,54,7.2,2.2,0,,0,24.5,1.5,0.8,0,0,,0,0,103.7,0,0,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Atún aceite drenado,1/3 lata,,40,51,7.3,2.8,0,,0,31.5,1.2,0.8,0,0,,0.3,0.3,87.9,12.2,0,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Barbacoa,50 gramos,50,38,35,7,2.9,0,,0,32.2,1,1.5,0,0,,8.4,13.6,146,37.1,146,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Barbacoa con hueso,65 gramos,65,35,31,7.3,2.9,0,,0,32.2,1,1.5,0,0,,8.4,2.1,97.6,107.1,,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Bistec de ternera,35 gramos,35,25,55,7.3,2.2,0,,0,11.7,0.5,0.8,0,0,,0,0,30,25,,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Bonito,25 gramos,25,30,50,7,2.8,0,,0,32.2,1,1,0,0,,0,,31,0,,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Bonito en aceite,495 gramos,495,50,50,6.3,2.6,0,,0,91,0.7,0.9,0,,,,,,,,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Bonito fileteado cocido,495 gramos,495,50,55,7,2.8,0,,0,,,,,,,,,,,,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Cabeza de carnero cocida,35 gramos,35,35,61,6.3,2.6,0,,0,,,,,,,,,,,,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Cabeza de cerdo,35 gramos,35,35,61,6.3,2.6,0,,0,,,,,,,,,,,,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Calamar frito,35 gramos,35,35,61,6.3,2.6,0,,0,,,,,,,,,,,,,,,origen animal,page_110.png,,,,,,,,,,,,,,,
Carne de cerdo,40 gramos,,40,56,7.9,2.5,0,0,0,26,0.9,1,0.2,,0.4,1.6,2.4,0.5,13.6,32.8,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Carne de cerdo molida,40 gramos,,40,56,7.9,2.5,0,0,0,26,0.9,1,0.2,,0.4,1.6,2.4,0.5,13.6,32.8,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Carne de ganso de crianza,40 gramos,,40,52,7.4,2.3,0,0,0,27.2,0.6,0.6,0.3,,3.9,10,4.2,0.8,28.2,136.1,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Carne de pato de crianza,60 gramos,,39,51,7.1,2.3,0,0,0,30,0.9,0.9,0.3,,9.4,9.8,4.3,0.9,28.9,105.7,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Carne de res (promedio),30 gramos,,30,54,6.2,3,0,0,0,19.5,1.5,1.2,0,,1.8,0,3.6,0.9,106.5,112,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Carne de ternera (promedio),35 gramos,,35,55,6.9,2.8,0,0,0,31.5,1.2,2,0.1,,0.4,0,5.9,1.1,95,101.2,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Carne molida de cerdo (promedio),40 gramos,,40,56,7.9,2.5,0,0,0,26,1.4,1.1,0,,1.7,0,2.8,0.9,18.5,118,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Carne promedio,30 gramos,,30,51,5.9,2.9,0,0,0,26,1,0.8,0,,0,0,2.6,0.5,20,131.4,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Carnero,50 gramos,,40,54,7.6,2.3,0,0,0,24.5,1.5,1,0,,6.2,2.6,0.5,134.8,20,168.2,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Carnero con hueso,65 gramos,,38,51,7.2,2.3,0,0,0,26.7,0.8,1,0,,5.3,0.5,0.5,128.1,159.5,159.5,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Carpa cocida,75 gramos,,41,49,6.8,2.2,0,0,0,25.1,0.9,0.4,0,,2.8,0.4,0.4,155.5,191.1,191.1,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Carpa horneada,30 gramos,,30,49,6.8,2.2,0,0,0,25.1,0.9,0.4,0,,2.8,0.4,0.4,155.5,191.1,191.1,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Chamorro cocido,30 gramos,,25,58,6.5,3.4,0,0,0,22.8,1.5,1,0,,1,,3.8,,20.3,,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Chuleta de cerdo,1/2 pieza,,20,54,7.6,2.6,0,0,0,21.9,1.1,1,0.3,,0.7,,2.3,,31.4,,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Cola de cerdo,20 gramos,,32,50,6.2,2.6,0,0,0,20.8,1,0.8,0,,0.8,,0.7,,13.8,,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Conejo,40 gramos,,40,51,6.5,2.6,0,0,0,20.8,1,1,0.3,,5.8,1.6,0.8,115.2,138,115.2,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Conejo de crianza,40 gramos,,32,51,6.5,2.6,0,0,0,20.8,1,1,0.3,,5.8,1.6,0.8,115.2,138,115.2,,,,origen animal,page_111.png,,,,,,,,,,,,,,,
Corazón de borrego,gramos,45,45,55,7.4,2.5,0.9,0,0,60,0,0,0,0,0,0,0,39.5,0,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Corazón de borrego cocido,gramos,30,30,55,7.4,2.4,0.6,0,0,74.2,0,0,0,0,0,0,0,18.7,0,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Corazón de cordero,gramos,45,45,55,7.4,2.5,0.2,0,0,60,0,0,0,0,0,0,0,39.5,0,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Corazón de cordero cocido,gramos,30,30,55,7.4,2.4,0.6,0,0,74.2,0,0,0,0,0,0,0,18.7,0,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Corazón de pavo,gramos,40,40,58,7.3,2.8,0.3,0,0,46.3,0,0,0,0,0,0,0,35.1,0,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Corazón de pavo cocido,gramos,25,25,53,7.9,2.6,0,0,0,70.2,0,0,0,0,0,0,0,17.5,0,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Corned beef,gramos,25,25,54,6.7,3.1,0,0,0,22.3,1.3,0,0,0,0,3.2,0.6,300,214,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Corned beef con áspero,gramos,30,30,46,6.1,1.8,0,0,0,31.9,1.1,0,0,1.1,0,1.1,0,286.1,181.8,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Cuetitos de cerdo,gramos,10,10,35,7.9,2.8,1.2,0,0,31.5,1.5,0,0,0,0,0.5,0,112,31.5,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Cuete de ternera,gramos,35,35,51,7.2,2.5,0,0,0,26,0.2,0,0,16.5,0,1.6,0,136.3,19.8,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Falda de cerdo,gramos,40,40,56,7.9,2.5,0.9,0,0,26,0.1,0,0,2.4,0,0.5,0,133.2,32.8,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Filete de cerdo,gramos,40,40,56,7.6,3,0.9,0,0,26,0.9,0,0,2.4,0,0.5,0,136.3,32.8,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Filete de puerco,gramos,40,40,59,7.6,3,0.8,0,0,21.2,0.8,0,0,7.1,0,1.9,0,76.7,0,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Gallina,gramos,40,40,59,7.4,2.3,0,0,0,27.2,0.3,0,0,4.2,0,10,0,136.1,28.2,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Gallina joven cocida,gramos,40,40,52,7.4,2.8,0,0,0,26,0.5,0,0,5.3,0,2.8,0,94.6,23.1,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Ganso de crianza,gramos,32,32,36,7.3,2.8,0,0,0,26,1,0,0,0.5,0,0,0,101.1,0,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Guajolote,gramos,45,45,57,7.3,2.8,0,0,0,26,1,0,0,0.5,0,0,0,101.1,0,0,0,0,,origen animal BAJO APORTE DE GRASA,page_112.png,,,,,,,,,,,,,,,
Hígado de ganso crudo,40 gramos,40,40,53,6.5,1.7,2.5,0,0,206,,,,295.2,3723.6,12.2,9.2,56,104.4,0,,0,,origen animal,page_113.png,,,,,,,,,,,0.6,0.3,0.1,,
Hígado de borrego,25 gramos,25,25,55,7.6,2.2,0.6,0,,125.3,,,,18.3,1872.8,2,5.5,140,105,0,,0,,origen animal,page_113.png,,,,,,,,,,,0.9,0.5,0.3,,
Hígado de cerdo cocido,30 gramos,30,30,50,7.8,1.3,1.1,0,,106.5,,,,48.9,1621.5,3,14.7,72.3,0,0,,0,,origen animal,page_113.png,,,,,,,,,,,0.4,0.2,0.1,,
Hígado de ganso,1/2 pieza,,47,63,7.7,2,3,0,0,242.1,,,,346.9,4375.2,20.2,108.1,65.8,0,0,,0,,origen animal,page_113.png,,,,,,,,,,,0.7,0.4,0.3,,
Hígado de pato crudo,40 gramos,40,40,54,7.5,1.8,1.4,,0,219,,,,295.2,4793.6,4.4,12.2,56,107.6,0,,0,,origen animal,page_113.png,,,,,,,,,,,0.7,0.5,0.3,,
Hígado de pavo,4 cdas,,35,59,8.4,2,1.6,,,168.9,,,,173.4,,3.3,7.9,22.8,78.9,0,,0,,origen animal,page_113.png,,,,,,,,,,,0.7,0.4,0.1,,
Hígado de pollo cocido,30 gramos,30,30,50,7.3,1.6,0.3,,,120,,,,145.2,,6.9,21.6,121.2,0,0,,0,,origen animal,page_113.png,,,,,,,,,,,0.5,0.3,0.2,,
Hígado de res cocido,40 gramos,40,30,48,7.2,1.5,1.4,,,116.7,,,,65.1,,2.1,7,91,0,0,,0,,origen animal,page_113.png,,,,,,,,,,,0.6,0.2,0.3,,
Hígado de res frito,30 gramos,30,25,54,6.7,2,2,,,268,,,,55,,2,26.5,128.8,0,0,,0,,origen animal,page_113.png,,,,,,,,,,,0.7,0.4,0.5,,
Hueva de pescado,25 gramos,25,25,51,7.2,2.1,0.5,,,119.8,,,,23,,0.2,0,91.5,0,0,,0,,origen animal,page_113.png,,,,,,,,,,,0.5,0,0,,
Huevo congelado sin colesterol,4 cdas,,60,96,6.8,1.9,1.2,0,0,1,,,,10,81,44,1.2,0.7,0,0,,0,,origen animal,page_113.png,,,,,,,,,,,1.5,0,0,,
Huevo de tortuga,50 gramos,50,45,51,5.6,2.8,0.4,0,0,0,,,,0,28.9,0,0.3,0,0,0,,0,,origen animal,page_113.png,,,,,,,,,,,0,0,0,,
Jamón bajo en grasa,2 reb,,42,56,8.1,2.1,0.5,0,0,19.5,,,,1.5,0,0,0,147,136.3,0,,0,,origen animal,page_113.png,,,,,,,,,,,0.7,0.5,0,,
Jamón de pavo,2 reb,,42,54,8.1,2.1,0.1,0,0,23.6,,,,2.2,0,0,0,147,148,0,,0,,origen animal,page_113.png,,,,,,,,,,,0.5,0.5,0,,
Jamón de pierna,2 reb,,42,56,7.9,2.5,0.5,0,0,26,,,,1.6,0,0,0,80.3,91.5,0,,0,,origen animal,page_113.png,,,,,,,,,,,0.9,0,0,,
